rank_diff,home_form_win_rate,away_form_win_rate,home_form_goal_rate,away_form_goal_rate,home_form_concede,away_form_concede,h2h_home_win_rate,tournament_weight,is_neutral,home_team,away_team,date,home_score,away_score,outcome
-9,0.2,0.4,0.4,1.8,0.4,1.4,0.38461538461538464,1.0,1,Japan,Morocco,2011-08-04,0,0,1
3,0.2,0.6,0.8,1.4,0.8,0.8,0.45454545454545453,0.85,0,Portugal,Belgium,2011-08-07,0,1,2
-17,0.2,0.0,0.8,0.8,0.6,2.4,0.38461538461538464,0.85,1,South Korea,Netherlands,2011-08-08,1,0,0
10,0.0,0.4,0.8,0.8,2.0,0.6,0.6666666666666666,0.6,1,Netherlands,Mexico,2011-08-09,3,0,0
-14,0.2,0.6,0.6,1.4,1.2,0.6,0.15384615384615385,0.3,0,Mexico,Germany,2011-08-10,1,0,0
11,0.4,0.2,1.0,0.4,1.0,1.2,0.5,0.6,1,Spain,Mexico,2011-08-11,1,0,0
5,0.2,0.2,1.2,1.2,1.4,1.4,0.5,0.6,0,Netherlands,Morocco,2011-08-11,3,1,0
-11,0.0,0.6,0.2,1.2,0.4,0.6,0.2727272727272727,0.3,0,Japan,Uruguay,2011-08-12,2,2,1
-8,0.2,0.4,0.4,1.2,1.2,1.8,0.2857142857142857,0.6,0,Mexico,Italy,2011-08-17,2,0,0
3,0.2,0.4,0.4,1.6,1.0,1.2,0.14285714285714285,0.85,0,England,Netherlands,2011-08-17,2,1,0
18,0.0,0.2,0.4,0.6,1.4,0.6,0.2857142857142857,0.3,0,Argentina,USA,2011-08-19,1,1,1
-12,0.4,0.2,0.8,0.6,0.4,0.6,0.3333333333333333,0.3,0,South Korea,Denmark,2011-08-19,1,0,0
-15,0.0,0.6,0.4,1.0,0.6,0.8,0.15384615384615385,0.3,0,Japan,Spain,2011-08-25,3,2,0
-3,0.8,0.2,1.6,0.6,0.6,0.8,0.45454545454545453,0.85,0,Belgium,Portugal,2011-08-28,2,1,0
19,0.2,0.2,0.6,0.8,0.8,0.6,0.23076923076923078,0.3,0,France,USA,2011-08-29,1,2,2
5,0.2,0.4,1.2,0.6,1.8,1.0,0.375,0.3,0,Morocco,Mexico,2011-08-30,1,0,0
-4,0.4,0.4,0.8,0.8,0.8,0.8,0.2857142857142857,1.0,1,England,Brazil,2011-09-03,1,2,2
-11,0.4,0.2,0.6,0.2,0.4,0.6,0.21428571428571427,0.3,0,South Korea,Switzerland,2011-09-07,0,1,2
-11,0.4,0.4,0.4,0.4,0.4,0.2,0.21428571428571427,0.3,0,South Korea,Switzerland,2011-09-10,0,0,1
-1,0.2,0.4,0.8,1.0,1.0,1.2,0.36363636363636365,0.3,0,Portugal,England,2011-09-11,0,0,1
-6,0.4,0.2,0.8,0.6,0.8,0.8,0.2222222222222222,0.85,0,Croatia,Portugal,2011-09-14,1,1,1
-9,0.2,0.2,1.0,0.4,0.8,0.4,0.07692307692307693,1.0,1,Japan,Denmark,2011-09-19,2,0,0
-1,1.0,0.4,1.8,1.8,0.6,1.2,0.08333333333333333,1.0,1,Belgium,Netherlands,2011-09-22,1,1,1
-1,0.4,0.6,1.6,1.4,1.0,1.2,0.1111111111111111,0.3,1,Netherlands,Spain,2011-09-23,0,0,1
19,0.2,0.4,0.8,1.0,0.8,0.6,0.23076923076923078,0.8,0,France,USA,2011-09-24,1,1,1
12,0.2,0.4,0.4,0.4,0.8,0.2,0.5,0.3,0,Denmark,South Korea,2011-09-27,1,0,0
-7,0.4,0.4,0.8,0.8,0.8,1.0,0.16666666666666666,0.85,1,Croatia,England,2011-09-28,1,2,2
-18,0.2,0.2,1.2,1.0,1.4,1.0,0.0,0.3,1,Senegal,France,2011-09-28,1,1,1
-10,0.6,0.6,1.6,1.2,0.6,0.8,0.1111111111111111,0.6,0,Uruguay,Brazil,2011-10-01,0,0,1
-19,0.4,0.2,1.2,1.0,0.8,1.0,0.3076923076923077,0.6,0,USA,France,2011-10-06,2,0,0
-1,0.4,0.2,1.0,0.6,1.2,1.0,0.4666666666666667,1.0,1,Morocco,Croatia,2011-10-08,1,0,0
2,0.4,0.2,0.6,1.2,1.0,1.2,0.3333333333333333,0.3,0,Mexico,Senegal,2011-10-09,1,0,0
-8,0.8,0.6,1.4,1.2,0.6,0.6,0.08333333333333333,0.3,0,Belgium,Brazil,2011-10-10,2,0,0
14,0.4,0.4,1.6,1.4,0.8,0.8,0.2727272727272727,0.3,0,Netherlands,Japan,2011-10-10,0,1,2
3,0.0,0.0,0.4,0.6,1.2,1.0,0.2727272727272727,0.3,0,Argentina,Portugal,2011-10-11,1,1,1
-23,0.4,0.2,0.4,0.8,0.4,1.2,0.13333333333333333,0.85,0,South Korea,France,2011-10-17,1,2,2
-6,0.2,0.2,1.2,0.2,1.2,0.2,0.3076923076923077,0.6,1,Senegal,Switzerland,2011-10-25,2,0,0
5,0.4,0.8,1.2,1.6,0.8,0.6,0.5,0.3,0,Germany,Belgium,2011-10-26,0,0,1
-20,0.6,0.4,1.4,1.0,0.6,1.0,0.1875,0.3,0,USA,Brazil,2011-10-26,1,4,2
11,0.4,0.4,1.2,1.4,2.0,1.4,0.5,1.0,1,Italy,USA,2011-10-29,3,1,0
-6,0.4,0.6,1.2,1.6,1.2,1.0,0.45454545454545453,1.0,1,Spain,Brazil,2011-11-07,4,3,0
-2,0.2,0.4,0.6,1.0,1.0,1.8,0.14285714285714285,0.8,0,Croatia,Italy,2011-11-08,1,1,1
-8,0.2,0.4,0.6,1.0,1.0,0.6,0.2,0.8,0,Croatia,Germany,2011-11-08,0,1,2
-1,0.4,0.0,0.4,0.6,0.6,1.2,0.15384615384615385,0.8,0,Denmark,Croatia,2011-11-11,0,2,2
9,0.0,0.2,0.4,0.8,1.2,1.0,0.18181818181818182,0.85,0,Argentina,Croatia,2011-11-12,1,0,0
-1,0.6,0.2,1.2,1.0,0.4,1.0,0.08333333333333333,0.6,0,Belgium,Netherlands,2011-11-18,0,1,2
1,0.2,0.2,0.2,0.2,1.0,0.6,0.45454545454545453,0.8,0,Denmark,Switzerland,2011-11-25,3,0,0
-16,0.6,0.0,1.6,0.6,0.8,1.0,0.2727272727272727,0.8,0,Japan,Portugal,2011-12-02,2,2,1
7,0.0,0.6,1.0,1.0,1.2,0.8,0.125,0.3,1,Portugal,Morocco,2011-12-03,2,2,1
6,0.6,0.6,1.8,1.0,1.2,0.8,0.36363636363636365,1.0,1,Spain,Morocco,2011-12-03,1,1,1
2,0.2,0.2,1.0,0.6,2.0,0.8,0.2857142857142857,0.3,0,Italy,Croatia,2011-12-04,1,1,1
-23,0.2,0.2,0.4,1.0,0.8,1.4,0.13333333333333333,0.3,0,South Korea,France,2011-12-05,1,3,2
-7,0.4,0.2,1.0,1.0,0.6,1.4,0.17647058823529413,0.3,1,Belgium,France,2011-12-05,0,1,2
7,0.4,0.2,1.6,0.2,1.4,1.2,0.2,0.3,0,Spain,Switzerland,2011-12-07,1,0,0
7,0.2,0.4,0.2,1.4,1.2,1.8,0.42857142857142855,0.3,0,Switzerland,USA,2011-12-07,0,1,2
-9,0.6,0.4,2.0,1.2,1.2,1.2,0.38461538461538464,0.6,0,Japan,Morocco,2011-12-07,3,0,0
-4,0.4,0.4,1.0,1.6,0.4,1.4,0.5714285714285714,0.6,0,Uruguay,Spain,2011-12-09,1,2,2
6,0.2,0.2,0.6,0.6,1.0,0.6,0.3076923076923077,0.8,0,Argentina,Belgium,2011-12-11,2,0,0
-1,0.2,0.6,0.6,1.6,0.8,1.0,0.1111111111111111,0.3,0,Netherlands,Spain,2011-12-13,1,2,2
12,0.4,0.0,0.8,0.4,1.0,1.4,0.5,0.8,1,Denmark,South Korea,2011-12-16,1,0,0
1,0.2,0.4,0.8,1.0,0.8,1.2,0.4666666666666667,0.3,0,Croatia,Morocco,2011-12-18,2,1,0
15,0.0,0.4,1.2,1.2,1.2,1.6,0.6,0.6,0,Portugal,USA,2011-12-28,1,0,0
1,0.4,0.2,1.0,1.0,0.8,1.6,0.4666666666666667,0.3,0,Croatia,Morocco,2011-12-28,1,0,0
16,0.2,0.0,0.4,0.4,0.8,1.4,0.38461538461538464,0.85,1,Belgium,South Korea,2011-12-31,1,0,0
-16,0.0,0.2,0.4,0.2,1.6,0.8,0.38461538461538464,0.3,0,South Korea,Belgium,2012-01-02,0,0,1
-3,0.4,0.6,1.0,1.4,1.2,1.0,0.5625,1.0,1,England,France,2012-01-03,4,2,0
1,0.8,0.2,2.0,0.6,1.2,0.8,0.3333333333333333,1.0,1,Spain,Netherlands,2012-01-04,1,1,1
-14,0.6,0.4,0.8,0.8,0.4,0.6,0.15384615384615385,0.6,0,Mexico,Germany,2012-01-08,1,2,2
10,0.4,0.0,0.8,0.0,0.8,1.4,0.3333333333333333,0.3,0,Germany,Switzerland,2012-01-09,1,0,0
14,0.6,0.4,0.8,0.8,0.4,0.8,0.38461538461538464,1.0,1,Germany,Mexico,2012-01-13,0,0,1
-11,0.0,0.4,0.0,1.0,1.6,0.8,0.375,1.0,1,Switzerland,Argentina,2012-01-13,1,0,0
-8,0.8,0.2,2.2,0.2,0.8,1.2,0.3076923076923077,0.85,1,Japan,Switzerland,2012-01-13,2,1,0
-2,0.2,0.6,0.2,1.4,0.8,0.8,0.5833333333333334,0.3,0,Belgium,Spain,2012-01-13,1,1,1
-21,0.8,0.4,2.0,1.8,0.6,1.6,0.6,0.8,0,Japan,Brazil,2012-01-16,0,1,2
2,0.2,0.6,1.2,1.2,1.4,0.6,0.2857142857142857,0.6,0,Italy,Croatia,2012-01-18,0,1,2
-6,0.6,0.6,1.0,1.4,0.8,0.8,0.15384615384615385,0.8,0,Denmark,Spain,2012-01-26,0,1,2
-6,0.4,0.2,1.4,0.4,1.0,1.0,0.3076923076923077,0.3,0,Senegal,Switzerland,2012-01-30,0,2,2
-3,0.6,0.6,1.8,1.6,1.2,1.6,0.5625,0.3,0,England,France,2012-01-31,0,2,2
0,0.0,0.6,0.8,1.0,1.8,0.6,0.25,0.3,0,Morocco,Denmark,2012-01-31,4,0,0
7,0.6,0.2,0.8,0.8,0.2,0.8,0.2222222222222222,0.3,0,Germany,Uruguay,2012-02-01,1,1,1
-13,0.2,0.6,1.0,1.4,1.2,0.8,0.36363636363636365,0.3,0,Senegal,Spain,2012-02-09,1,1,1
-8,0.2,0.4,1.4,1.4,1.6,1.4,0.3333333333333333,0.85,1,Morocco,England,2012-02-09,0,0,1
-15,0.2,0.4,0.8,1.2,1.0,1.0,0.4,0.85,0,Senegal,England,2012-02-11,2,2,1
7,0.2,0.2,1.0,1.0,1.2,1.2,0.21428571428571427,0.3,0,Morocco,Senegal,2012-02-12,2,2,1
8,0.6,0.2,1.0,1.4,0.6,1.4,0.4166666666666667,0.6,0,Croatia,Senegal,2012-02-15,1,1,1
-8,0.0,0.6,1.2,1.2,1.6,0.6,0.25,1.0,1,Senegal,Croatia,2012-02-16,1,0,0
-2,0.2,0.6,1.4,1.0,1.2,0.4,0.3333333333333333,0.3,1,Portugal,Germany,2012-02-18,0,1,2
10,0.6,0.6,1.0,1.6,0.6,0.8,0.5384615384615384,0.3,0,Croatia,Japan,2012-02-22,0,0,1
-2,0.6,0.8,1.0,2.0,0.4,1.2,0.2222222222222222,0.3,1,Germany,France,2012-02-27,2,2,1
-7,0.4,0.4,0.8,1.2,0.8,0.8,0.6,0.3,0,Switzerland,Spain,2012-03-04,2,1,0
-14,0.4,0.2,1.4,0.6,0.8,0.8,0.36363636363636365,0.3,0,Japan,Netherlands,2012-03-05,3,0,0
-6,0.0,0.4,0.8,1.6,1.0,1.4,0.3,0.3,1,Uruguay,England,2012-03-05,0,0,1
3,0.6,0.2,2.0,1.2,1.4,1.2,0.25,0.3,0,France,England,2012-03-12,0,3,2
-4,0.6,0.4,1.6,0.8,0.4,0.6,0.125,0.3,0,Japan,Mexico,2012-03-15,2,2,1
-1,0.2,0.2,1.0,1.2,1.0,1.2,0.5,0.6,0,Spain,Portugal,2012-03-17,1,0,0
3,0.4,0.2,1.8,1.0,2.0,0.8,0.25,0.6,0,France,England,2012-03-24,1,2,2
5,0.2,0.0,1.0,0.8,1.2,1.0,0.2222222222222222,0.6,1,Portugal,Uruguay,2012-03-24,3,1,0
7,0.4,0.4,1.4,0.6,0.6,0.4,0.5,1.0,1,England,Croatia,2012-03-27,1,0,0
-3,0.4,0.4,1.0,1.0,0.8,0.6,0.36363636363636365,0.6,0,Spain,Germany,2012-03-27,3,1,0
7,0.6,0.4,1.2,1.0,0.8,1.6,0.42857142857142855,0.3,0,Switzerland,USA,2012-03-29,1,0,0
-6,0.2,0.4,0.4,1.0,0.8,0.6,0.6153846153846154,0.3,0,Belgium,Argentina,2012-03-29,2,0,0
15,0.6,0.4,1.4,1.4,0.8,0.8,0.5384615384615384,1.0,1,Spain,Japan,2012-04-05,0,0,1
11,0.2,0.2,1.4,1.4,2.2,1.0,0.35714285714285715,0.3,0,France,Morocco,2012-04-11,3,0,0
10,0.2,0.8,1.0,1.4,1.2,0.6,0.3333333333333333,0.3,0,Germany,Switzerland,2012-04-11,1,0,0
6,0.6,0.0,1.6,0.6,0.6,1.2,0.3,0.3,0,England,Uruguay,2012-04-18,0,0,1
3,0.2,0.4,1.0,0.8,1.2,1.4,0.5,0.3,0,Italy,Denmark,2012-04-19,1,0,0
9,0.2,0.2,0.4,0.6,0.6,1.8,0.2857142857142857,0.3,0,Croatia,USA,2012-04-24,0,1,2
11,0.4,0.4,1.2,0.6,0.8,1.0,0.5,0.6,0,Italy,USA,2012-04-25,1,0,0
7,0.6,0.0,1.2,0.2,0.2,0.8,0.5,0.85,0,England,Croatia,2012-04-26,0,0,1
6,0.4,0.0,1.2,0.0,1.0,0.6,0.3333333333333333,1.0,1,Portugal,Croatia,2012-04-29,1,2,2
8,0.4,0.0,0.8,0.6,0.8,1.2,0.46153846153846156,0.8,1,Argentina,Uruguay,2012-05-03,3,0,0
1,0.4,0.2,0.4,1.0,0.6,0.6,0.5,0.85,0,USA,Japan,2012-05-06,1,0,0
-2,0.4,0.4,1.0,1.2,1.0,1.2,0.3333333333333333,0.6,0,Portugal,Germany,2012-05-13,1,4,2
1,0.2,0.4,0.6,0.8,1.4,0.6,0.4166666666666667,0.3,0,Netherlands,Belgium,2012-05-17,0,0,1
10,0.6,0.4,1.2,0.8,0.6,1.2,0.25,0.3,0,Argentina,Denmark,2012-05-19,1,1,1
-17,0.2,0.4,0.8,1.6,1.0,1.4,0.2222222222222222,0.3,0,Mexico,Brazil,2012-05-21,1,2,2
-3,0.4,0.6,1.2,1.8,0.8,1.2,0.36363636363636365,0.3,0,Spain,Germany,2012-05-23,1,1,1
-7,0.2,0.6,0.4,1.2,0.6,0.2,0.16666666666666666,0.3,0,Croatia,England,2012-05-25,0,2,2
-8,0.4,0.2,0.4,1.2,0.6,1.2,0.21428571428571427,0.3,0,USA,Morocco,2012-05-26,0,0,1
2,0.2,0.2,1.4,1.0,1.2,0.6,0.2727272727272727,0.3,0,Senegal,Japan,2012-05-28,1,2,2
-2,0.2,0.0,0.4,0.4,1.4,1.4,0.25,1.0,1,Denmark,Uruguay,2012-05-30,0,1,2
3,0.4,0.2,1.2,1.0,0.8,1.8,0.2727272727272727,0.3,1,Argentina,Portugal,2012-06-01,1,1,1
3,0.4,0.4,1.8,1.2,1.4,0.8,0.18181818181818182,0.85,0,Germany,Spain,2012-06-01,2,0,0
-18,0.2,0.4,1.4,1.6,1.4,1.4,0.0,0.3,1,Senegal,France,2012-06-04,0,0,1
-1,0.6,0.6,1.0,1.8,0.2,1.0,0.3076923076923077,1.0,1,England,Germany,2012-06-07,2,2,1
1,0.4,0.4,0.8,0.8,0.2,0.6,0.5,1.0,1,Belgium,Italy,2012-06-07,1,0,0
-2,0.2,0.4,0.4,0.8,1.0,0.6,0.14285714285714285,0.3,1,Croatia,Italy,2012-06-07,0,1,2
2,0.2,0.4,1.0,1.0,1.0,0.4,0.42857142857142855,0.3,0,Argentina,England,2012-06-08,0,2,2
-14,0.4,0.2,1.4,0.6,0.8,1.2,0.36363636363636365,0.8,0,Japan,Netherlands,2012-06-11,1,3,2
23,0.2,0.0,1.2,0.4,1.4,1.4,0.4,0.3,1,France,South Korea,2012-06-12,1,1,1
1,0.2,0.2,0.4,0.4,1.2,1.0,0.2222222222222222,0.8,0,Uruguay,Croatia,2012-06-12,3,0,0
-16,0.2,0.2,1.0,1.2,1.4,1.8,0.2727272727272727,0.8,1,Japan,Portugal,2012-06-18,3,0,0
-4,0.6,0.2,0.6,1.2,0.4,1.8,0.4444444444444444,0.85,0,Italy,Portugal,2012-06-18,0,1,2
-8,0.4,0.0,0.4,0.2,0.4,1.6,0.3333333333333333,0.3,1,USA,Denmark,2012-06-20,0,2,2
-11,0.6,0.2,1.2,1.0,0.8,1.2,0.375,0.3,0,Switzerland,Argentina,2012-06-23,3,0,0
-17,0.2,0.6,1.0,2.0,1.2,1.6,0.2222222222222222,0.6,0,Mexico,Brazil,2012-06-26,0,1,2
3,0.6,0.2,0.6,0.6,0.4,1.4,0.5,0.3,0,Italy,Denmark,2012-06-26,2,0,0
1,0.6,0.4,0.8,1.0,0.4,1.2,0.375,0.8,0,Italy,Uruguay,2012-06-28,1,0,0
-13,0.0,0.2,0.4,0.4,1.2,1.4,0.375,0.8,0,South Korea,Croatia,2012-07-04,2,2,1
-2,0.6,0.2,0.8,1.0,0.4,1.4,0.5,0.3,0,Italy,Netherlands,2012-07-08,0,2,2
-5,0.0,0.2,0.8,0.6,1.4,1.0,0.3333333333333333,0.3,0,Mexico,Denmark,2012-07-15,0,3,2
-3,0.4,0.4,0.8,1.2,0.8,1.0,0.7142857142857143,1.0,1,Uruguay,Netherlands,2012-07-19,1,0,0
3,0.2,0.4,0.8,0.8,2.0,0.2,0.45454545454545453,1.0,1,Portugal,Belgium,2012-07-20,1,0,0
-15,0.2,0.4,1.0,1.2,1.0,0.4,0.4,0.3,0,Senegal,England,2012-07-23,0,0,1
2,0.4,0.4,1.2,1.0,0.4,0.8,0.1111111111111111,0.6,0,England,Spain,2012-07-24,1,1,1
0,0.4,0.2,1.2,1.2,0.8,1.0,0.25,1.0,1,Denmark,Morocco,2012-07-24,0,0,1
16,0.4,0.4,0.8,1.2,1.6,1.0,0.45454545454545453,0.8,0,Portugal,Japan,2012-07-25,1,1,1
-15,0.2,0.4,0.6,1.4,0.6,0.6,0.4,0.8,0,Senegal,England,2012-07-26,3,1,0
-1,0.4,0.4,1.4,0.4,1.2,0.6,0.0,0.3,0,Japan,USA,2012-07-27,0,0,1
-10,0.2,0.6,0.2,1.0,0.6,0.8,0.2222222222222222,0.3,0,USA,Uruguay,2012-07-30,0,3,2
19,0.2,0.2,1.0,0.2,1.2,1.0,0.23076923076923078,0.3,0,France,USA,2012-07-31,0,1,2
-20,0.0,0.2,0.6,1.2,1.0,1.2,0.3333333333333333,0.85,0,South Korea,England,2012-08-02,1,2,2
7,0.2,0.6,1.0,0.8,1.4,0.6,0.3333333333333333,0.85,1,Argentina,Italy,2012-08-04,2,0,0
16,0.4,0.2,1.2,0.6,1.0,1.4,0.3333333333333333,0.8,0,England,USA,2012-08-05,1,1,1
-10,0.2,0.8,0.2,1.6,1.0,0.2,0.2222222222222222,0.85,1,USA,Uruguay,2012-08-05,2,2,1
9,0.4,0.4,1.0,1.4,0.6,1.0,0.38461538461538464,0.3,0,Denmark,Japan,2012-08-06,4,2,0
-3,0.2,0.4,0.8,0.8,1.8,0.4,0.3333333333333333,0.6,0,Croatia,Belgium,2012-08-07,0,1,2
12,0.2,0.8,1.0,1.6,0.8,0.4,0.4444444444444444,1.0,1,France,Switzerland,2012-08-08,0,1,2
-13,0.2,0.6,1.4,0.8,1.6,0.2,0.4,0.3,0,Japan,Belgium,2012-08-09,1,1,1
17,0.4,0.0,1.0,0.8,1.0,1.2,0.46153846153846156,0.3,1,Netherlands,South Korea,2012-08-10,2,1,0
-9,0.4,0.6,1.0,1.8,0.6,0.6,0.4166666666666667,0.6,0,Senegal,Uruguay,2012-08-15,2,0,0
13,0.2,0.4,1.0,1.2,1.0,0.6,0.18181818181818182,0.6,0,Spain,Senegal,2012-08-26,0,2,2
11,0.2,0.0,0.8,0.4,0.6,1.0,0.35714285714285715,0.3,1,France,Morocco,2012-09-01,2,0,0
12,0.6,0.6,1.4,1.4,0.6,0.2,0.375,0.6,0,Netherlands,Senegal,2012-09-05,1,0,0
-10,0.4,0.8,1.2,2.2,1.0,1.2,0.1111111111111111,1.0,1,Uruguay,Brazil,2012-09-07,0,1,2
4,0.4,0.8,0.6,1.4,1.0,0.4,0.2222222222222222,0.3,0,Italy,Switzerland,2012-09-09,1,1,1
-8,0.6,0.2,1.8,1.0,0.8,1.2,0.125,0.3,0,Denmark,England,2012-09-11,0,1,2
5,0.6,0.4,2.0,0.6,0.8,0.4,0.5,0.3,1,Germany,Belgium,2012-09-12,3,0,0
-14,0.2,0.0,0.8,0.4,1.2,1.2,0.17647058823529413,0.3,0,USA,Spain,2012-09-12,1,2,2
-1,0.4,0.2,1.2,0.4,1.0,1.0,0.125,0.3,1,Uruguay,Italy,2012-09-14,1,0,0
-6,0.0,0.2,0.4,0.8,1.4,1.4,0.2727272727272727,0.3,0,Morocco,Spain,2012-09-14,1,1,1
23,0.2,0.0,0.6,1.0,0.6,1.4,0.4,0.3,1,France,South Korea,2012-09-14,1,0,0
-1,0.4,0.4,0.8,0.6,1.0,1.0,0.14285714285714285,0.3,0,Italy,Belgium,2012-09-14,0,0,1
7,0.4,0.0,1.2,0.6,1.0,1.6,0.5333333333333333,1.0,1,Uruguay,Mexico,2012-09-16,4,1,0
1,0.4,0.2,0.8,0.8,1.0,1.4,0.375,0.85,0,Portugal,Spain,2012-09-18,6,0,0
-6,0.2,0.2,0.4,0.8,1.0,1.4,0.6153846153846154,0.85,0,Belgium,Argentina,2012-09-19,1,0,0
-13,0.2,0.4,1.4,0.6,1.2,0.8,0.4,0.3,1,Japan,Belgium,2012-09-19,0,0,1
-20,0.0,0.4,0.8,0.8,1.2,0.6,0.0,0.85,0,Japan,France,2012-09-25,1,1,1
7,0.4,0.0,1.2,0.4,1.2,1.8,0.5,0.6,0,England,Croatia,2012-09-29,0,1,2
-15,0.0,0.2,0.8,0.8,1.2,2.2,0.15384615384615385,0.8,0,Japan,Spain,2012-10-01,0,1,2
-2,0.4,0.4,0.8,1.0,2.0,1.2,0.5,1.0,1,Spain,England,2012-10-04,3,2,0
-7,0.6,0.0,1.4,0.2,0.4,1.2,0.5,0.85,0,Senegal,Morocco,2012-10-06,0,3,2
-2,0.0,0.6,0.8,1.4,1.4,1.0,0.2727272727272727,0.3,0,Japan,Senegal,2012-10-12,0,0,1
6,0.6,0.4,1.4,1.4,2.0,1.0,0.6153846153846154,0.3,0,Spain,Denmark,2012-10-13,1,0,0
-4,0.6,0.2,1.2,0.6,1.8,1.4,0.21428571428571427,0.6,0,Spain,Argentina,2012-10-16,0,0,1
-16,0.0,0.4,0.8,0.8,2.4,0.6,0.125,0.3,0,Mexico,France,2012-10-18,1,2,2
-8,0.2,0.4,1.0,1.4,1.6,0.8,0.3333333333333333,0.6,0,USA,Denmark,2012-10-23,0,1,2
5,0.6,0.2,1.0,0.6,1.6,1.4,0.5,0.85,0,Spain,Croatia,2012-10-23,1,0,0
11,0.8,0.2,1.6,0.6,1.0,1.4,0.8181818181818182,0.6,0,Brazil,Croatia,2012-10-26,1,0,0
-4,0.0,0.6,0.6,1.2,2.4,0.4,0.3333333333333333,0.3,1,Mexico,Switzerland,2012-10-26,1,0,0
-12,0.0,0.2,1.0,0.8,1.6,0.6,0.3333333333333333,1.0,1,South Korea,Morocco,2012-10-27,2,2,1
11,0.0,0.2,0.2,1.0,1.2,1.2,0.5,0.3,0,Italy,USA,2012-10-29,2,2,1
-1,0.4,0.2,1.0,1.2,0.6,1.0,0.2222222222222222,0.3,0,Switzerland,Morocco,2012-10-30,0,0,1
-13,0.0,0.2,0.4,0.4,0.6,0.8,0.4,0.85,0,Japan,Belgium,2012-10-30,1,0,0
1,0.4,0.0,0.8,1.2,0.8,1.6,0.4,1.0,1,Senegal,USA,2012-11-01,2,3,2
3,0.6,0.2,1.8,0.2,0.8,0.8,0.45454545454545453,0.3,1,Portugal,Belgium,2012-11-08,3,0,0
-10,0.4,0.2,1.0,0.4,0.8,1.2,0.375,0.85,0,Denmark,Argentina,2012-11-08,1,2,2
-2,0.8,0.6,1.6,2.2,0.6,0.8,0.18181818181818182,0.8,0,Netherlands,Portugal,2012-11-15,0,1,2
-8,0.2,0.4,1.4,1.2,1.6,1.2,0.3333333333333333,0.3,0,USA,Denmark,2012-11-18,0,1,2
7,0.6,0.2,1.2,0.2,0.6,0.8,0.4117647058823529,0.85,0,France,Belgium,2012-11-26,0,0,1
-24,0.0,1.0,1.2,1.2,1.8,0.2,0.3,1.0,1,South Korea,Brazil,2012-11-29,0,1,2
4,0.8,0.0,2.4,0.6,0.2,1.2,0.2222222222222222,0.6,0,Portugal,Italy,2012-12-05,0,1,2
-2,0.2,0.2,0.6,0.8,1.0,0.8,0.14285714285714285,0.8,0,Croatia,Italy,2012-12-06,1,1,1
-6,0.2,0.4,0.2,0.8,0.8,1.0,0.6153846153846154,0.3,0,Belgium,Argentina,2012-12-06,1,0,0
3,0.6,0.2,2.2,0.2,0.4,0.8,0.45454545454545453,1.0,1,Portugal,Belgium,2012-12-09,1,2,2
-3,0.0,0.2,0.8,0.4,1.6,0.4,0.4166666666666667,1.0,1,South Korea,Japan,2012-12-10,0,2,2
-13,0.2,0.6,1.2,1.0,1.6,0.6,0.2857142857142857,0.3,0,USA,Netherlands,2012-12-12,2,1,0
-4,0.2,0.4,0.6,1.0,2.0,0.4,0.3333333333333333,0.3,0,Mexico,Switzerland,2012-12-14,0,2,2
-2,0.6,0.6,2.2,2.4,0.6,0.8,0.3333333333333333,0.3,1,Portugal,Germany,2012-12-15,1,2,2
14,0.6,0.2,2.4,0.6,0.8,2.2,0.38461538461538464,0.85,0,Germany,Mexico,2012-12-15,4,1,0
15,0.2,0.0,0.8,0.6,0.8,1.6,0.25,0.3,0,Italy,South Korea,2012-12-17,0,2,2
-4,0.4,0.2,0.8,0.8,0.4,1.2,0.3333333333333333,0.3,1,Switzerland,Italy,2012-12-23,1,0,0
12,0.2,0.2,1.2,0.8,1.0,1.2,0.0,1.0,1,Morocco,South Korea,2012-12-25,1,1,1
-12,0.2,0.4,0.8,1.2,2.4,1.0,0.25,0.3,0,Mexico,Portugal,2012-12-26,3,2,0
5,0.2,0.2,0.8,1.0,1.4,1.2,0.2727272727272727,0.8,1,Senegal,South Korea,2013-01-03,2,2,1
5,0.4,0.4,0.6,1.2,0.8,2.0,0.4444444444444444,0.6,0,Denmark,Mexico,2013-01-05,1,0,0
16,0.6,0.4,1.2,1.0,0.4,1.8,0.5,0.6,0,France,Mexico,2013-01-07,1,1,1
-11,0.2,0.8,1.0,1.2,2.0,0.4,0.25,0.3,0,Mexico,Spain,2013-01-08,1,2,2
-3,0.4,0.4,1.2,1.0,1.2,0.6,0.5625,1.0,1,England,France,2013-01-09,2,0,0
-8,0.2,0.8,0.4,2.6,0.8,0.8,0.2,1.0,1,Croatia,Germany,2013-01-10,1,2,2
-20,0.4,1.0,1.4,1.2,1.4,0.2,0.1875,0.3,0,USA,Brazil,2013-01-11,0,1,2
-8,0.4,0.6,1.4,0.8,1.4,0.6,0.3333333333333333,0.3,0,USA,Denmark,2013-01-12,2,1,0
4,0.4,0.4,1.2,0.6,1.0,1.0,0.4,0.6,1,England,Belgium,2013-01-14,1,0,0
-3,0.2,0.8,0.8,1.4,1.2,0.6,0.3333333333333333,0.3,0,Italy,Spain,2013-01-14,0,2,2
